"Falco_subbuteo","Anthus_trivialis","Phylloscopus_bonelli","Tetrao_tetrix","Parus_caeruleus","Dendrocopos_major","Garrulus_glandarius","Carduelis_spinus","Loxia_curvirostra","Phylloscopus_trochilus","Certhia_brachydactyla","Sylvia_borin","Phoenicurus_phoenicurus","Hippolais_icterina","Pyrrhula_pyrrhula","Emberiza_citrinella","Muscicapa_striata","Picus_canus","Picus_viridis","Accipiter_gentilis","Bonasa_bonasia","Parus_cristatus","Prunella_modularis","Columba_oenas","Coccothraustes_coccothraustes","Sylvia_curruca","Sitta_europaea","Dendrocopos_minor","Corvus_corax","Cuculus_canorus","Buteo_buteo","Turdus_viscivorus","Parus_montanus","Luscinia_megarhynchos","Lanius_collurio","Oriolus_oriolus","Corvus_corone","Turdus_torquatus","Columba_palumbus","Aegithalos_caudatus","Milvus_migrans","Dryocopus_martius","Regulus_ignicapillus","Accipiter_nisus","Parus_palustris","Nucifraga_caryocatactes","Ficedula_hypoleuca","Streptopelia_turtur","Turdus_pilaris","Certhia_familiaris","Strix_aluco","Phylloscopus_sibilatrix","Asio_otus","Pernis_apivorus","Regulus_regulus","Serinus_citrinella","avg","cov","cv","dns","fhd","p10","p25","p95","rt_p2595","std","uhd","asp","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","ddeg0","ddeg5","mbal","mind","pet_103","pet_49","pet_ave","pet_swrt","prc_103","prc_49","prc_swrt","rad","slp","tpi","twi","CLUMPY_canopy","CLUMPY_under_midstorey","TE_canopy","TE_under_midstorey","TE_matrix","TE_total","data_type","blockCV_tile"
0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,17.2199993133545,61.7999992370605,0.544134742113052,61.7999992370605,1.90949606895447,2.96000003814697,8.80000019073486,30.519998550415,0.288335537637671,9.36999988555908,2.31028962135315,161.591949462891,9.27830028533936,17.7493000030518,0.653649985790253,1200,143,69,28.3698749542236,425,221,425,225,9.44707489013672,33.6488494873047,692.759887695312,24.5383758544922,-3.53544998168945,28.073450088501,17.7493000030518,2.03640007972717,34911.359375,22034.662109375,-356,1.25532782077789,2.61770677566528,5.89763450622559,4.25767087936401,2.30693078041077,466.433868408203,733.866088867188,1.57341814041138,23254.037109375,14.2667608261108,-1.7398339509964,5.98932695388794,0.8716,0.6703,7180,11360,7780,26320,"train",3
0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,13.5900001525879,33.4000015258789,0.635025755521978,33.4000015258789,1.76548480987549,4.00999975204468,6.17999982833862,28.1999988555908,0.219148938976407,8.63000011444092,2.27334785461426,126.861824035645,8.65594959259033,16.8218250274658,0.837549984455109,1315,134,93,10.2745504379272,370,301,306,356,7.90579986572266,31.1243000030518,651.065002441406,22.9499740600586,-2.44977498054504,25.3995246887207,5.00034999847412,4.1767749786377,36118.625,19077.337890625,-213,1.20183289051056,2.39176440238953,5.96105241775513,4.17640829086304,2.4987735748291,695.392700195312,619.517456054688,0.890886247158051,22827.32421875,6.40599632263184,-0.394215255975723,6.34263038635254,0.7245,0.6286,10200,19180,16020,45400,"train",1
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,19.8599987030029,41.9000015258789,0.467774449574779,41.9000015258789,1.94731748104096,5.48999977111816,12.4099998474121,32.8499984741211,0.377777790680526,9.28999996185303,2.39292621612549,173.099243164062,8.54424953460693,16.8568496704102,0.346100002527237,1286,133,82,18.3193492889404,398,262,398,271,8.22922515869141,31.4764995574951,670.665283203125,22.9772243499756,-3.16472506523132,26.1421508789062,16.8568496704102,1.50137495994568,32757.037109375,19086.494140625,-146,1.05896019935608,2.08505272865295,5.74301481246948,3.91403365135193,2.7981014251709,555.547912597656,730.819885253906,1.31549990177154,21394.48828125,6.45278215408325,0.268408000469208,5.90806198120117,0.8729,0.5293,5860,8020,10760,24640,"train",4
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,19.4799995422363,24.6000003814697,0.557494862006065,24.6000003814697,2.10373330116272,5.46999979019165,9.57999992370605,37.5599975585938,0.255058587497542,10.8599996566772,2.23465275764465,182.986404418945,9.65659999847412,18.2333755493164,1.14645004272461,1051,113,57,22.5279006958008,328,190,328,195,9.02670001983643,32.6800003051758,692.178588867188,24.9996757507324,-2.62237501144409,27.6219253540039,16.5272998809814,2.49454998970032,40260.18359375,24067.556640625,-387,1.2873842716217,2.11920166015625,5.73706388473511,3.92813277244568,2.77421069145203,432.222412109375,618.453369140625,1.43091285228729,21439.689453125,6.27159833908081,-1.10529625415802,7.64968633651733,0.7092,0.3315,12640,13240,13560,39440,"train",2
0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,9.34000015258789,70.5999984741211,0.615631681591227,70.5999984741211,1.38119280338287,4.54999971389771,5.46999979019165,22.2099990844727,0.246285457707011,5.75,2.1098952293396,158.887496948242,5.05317497253418,12.8240003585815,-2.12494993209839,1835,183,116,11.5712995529175,502,402,502,483,6.95602512359619,29.5111503601074,615.273498535156,18.1721744537354,-5.39645004272461,23.5684757232666,12.8240003585815,0.343400001525879,16729.865234375,10979.5712890625,553,0.706069111824036,1.61117148399353,5.38980293273926,3.50048732757568,3.80405139923096,927.764404296875,907.000732421875,0.977644801139832,19212.033203125,21.9918212890625,1.87258529663086,4.71561670303345,0.5724,0.4682,21980,25680,4500,52160,"train",1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03999996185303,45.9000015258789,0.892045421448867,45.9000015258789,1.34645211696625,1.14999997615814,1.50999999046326,19.5900001525879,0.077080141842867,6.27999973297119,2.00680232048035,58.0370788574219,3.13790011405945,10.8344497680664,-3.94035005569458,2208,259,111,27.1100006103516,674,365,555,365,7.08939981460571,29.8943748474121,609.992919921875,16.0097503662109,-7.70095014572144,23.71044921875,4.76592493057251,-3.94035005569458,10117.7353515625,6061.384765625,932,0.556363999843597,1.63964879512787,5.32974624633789,3.48469758033752,3.40825223922729,930.200073242188,1277.61010742188,1.37372195720673,19179.552734375,20.6627502441406,-1.60435378551483,5.31775856018066,0.6977,0.5286,14900,21260,7400,43560,"train",3
1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,15.5599994659424,56.7999992370605,0.672879156343877,56.7999992370605,2.01065635681152,3.36999988555908,6.3899998664856,36.2999992370605,0.176033057872952,10.4699993133545,2.37735462188721,200.723190307617,9.89064979553223,18.4688758850098,1.34297502040863,1147,119,78,13.3903503417969,331,241,331,269,8.88679981231689,32.4327507019043,693.804443359375,25.1557998657227,-2.2459499835968,27.4019508361816,18.4688758850098,5.57992506027222,41221.6953125,25560.005859375,-268,1.20097720623016,2.03344893455505,5.7005500793457,3.86699938774109,2.80991935729981,532.459594726562,614.431335449219,1.1539603471756,21101.01171875,2.19338870048523,-0.091583378612995,9.29103374481201,0.7742,0.6678,12180,15300,6680,34160,"train",4
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20.9499988555908,23.8000011444092,0.4878281561637,23.8000011444092,1.95395576953888,4.69000005722046,12.3099994659424,34.0699996948242,0.36131492739087,10.2199993133545,2.36983132362366,199.827514648438,7.81624984741211,15.9573001861572,-0.30817499756813,1438,184,71,31.8405990600586,521,241,521,241,7.66737508773804,30.2982997894287,661.062805175781,21.4710750579834,-3.83312511444092,25.3043251037598,15.9573001861572,-0.30817499756813,27820.0703125,18235.24609375,10,0.93317699432373,2.06748676300049,5.73960542678833,3.90354609489441,2.8099935054779,534.593933105469,903.458251953125,1.68998670578003,21351.296875,7.15620517730713,-0.989693105220795,6.0616455078125,0.7842,0.4183,7520,12560,14080,34160,"train",5
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,11.539999961853,56.5,0.656845749459509,56.5,1.71877181529999,2.78999996185303,4.90000009536743,25.0599994659424,0.195530734229534,7.57999992370605,2.36733341217041,116.369857788086,11.7783250808716,20.4467258453369,3.28022503852844,1767,222,61,36.6847267150879,577,222,497,222,8.95314979553223,32.1628494262695,690.207824707031,26.6539745330811,-1.18107497692108,27.8362255096436,15.108775138855,3.28022503852844,49881.68359375,35071.16796875,236,0.868723213672638,2.53432369232178,5.83479261398315,4.18455791473389,2.32565069198608,658.367980957031,1108.2587890625,1.68310391902924,22771.70703125,16.30930519104,-0.126255646348,5.16384983062744,0.6031,0.5611,20140,21920,4860,46920,"train",3
0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,12.5099992752075,58.4000015258789,0.49880096983576,58.4000015258789,1.62716543674469,4.00999975204468,7.60999965667725,22.939998626709,0.331734965660239,6.23999977111816,2.3804349899292,267.8427734375,5.59962511062622,13.1731252670288,-1.37067496776581,1822,187,128,10.8984251022339,517,416,416,501,6.85892486572266,29.8070507049561,601.36083984375,18.451000213623,-4.5613751411438,23.0122241973877,-0.23004999756813,13.1559247970581,18413.533203125,11334.0712890625,346,0.847338795661926,2.17756605148315,5.8910722732544,4.0343189239502,2.71552729606628,979.288330078125,842.800109863281,0.860625624656677,22141.2109375,4.59030866622925,0.216034203767776,6.30108308792114,0.4573,0.3461,6260,5360,1580,13200,"train",1
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,12.3400001525879,13.6000003814697,0.541328990740549,13.6000003814697,1.65966892242432,3.49000000953674,6.52999973297119,23.1999988555908,0.281465519615643,6.67999982833862,2.39430046081543,143.344787597656,9.17347526550293,17.6173992156982,0.726074993610382,1235,147,66,29.8545742034912,435,218,435,218,8.49890041351318,31.720100402832,685.088439941406,23.8555755615234,-2.93857502937317,26.793924331665,17.6173992156982,0.726074993610382,35464.609375,20275.703125,-232,1.11980879306793,2.18576741218567,5.83511066436768,4.01043891906738,2.67140316963196,466.798583984375,768.00830078125,1.64533996582031,21902.232421875,1.6965115070343,0.348324209451675,8.34414005279541,0.5995,0.3357,10420,16180,17440,44040,"train",4
0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13.9699993133545,30.3000011444092,0.632784580321158,30.3000011444092,1.842533826828,3.58999991416931,6.44000005722046,29.0799999237061,0.221458049316244,8.84000015258789,2.38175964355469,149.875579833984,7.23904991149902,15.0881748199463,-0.29357498884201,1394,136,100,9.05315017700195,377,315,366,344,7.37919998168945,30.4733009338379,628.07958984375,20.5436248779297,-3.66977500915527,24.2139492034912,13.3368997573853,2.78132510185242,25229.328125,16757.55859375,-122,1.08025860786438,2.34105706214905,5.9492506980896,4.14515399932861,2.57233929634094,681.510620117188,712.409790039062,1.04534602165222,22700.69921875,5.57781600952148,-1.14446818828583,7.33900451660156,0.7157,0.5753,11700,12040,11300,35040,"train",2
1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,20.8500003814697,72.5999984741211,0.45131892926847,72.5999984741211,2.0262598991394,7.76999998092651,13.6899995803833,35.6699981689453,0.383795914862198,9.40999984741211,2.34678769111633,222.178451538086,6.88047504425049,14.813775062561,-0.784475028514862,1567,176,84,25.6846752166748,517,281,512,281,8.16024971008301,32.2906265258789,636.665100097656,20.7290744781494,-4.54034996032715,25.2695255279541,13.0574502944946,-0.784475028514862,22039.78515625,15265.068359375,332,0.721990883350372,1.51775479316711,5.22826433181763,3.37300968170166,3.67467522621155,620.965881347656,946.027648925781,1.52299189567566,18473.5859375,13.8982601165771,1.42773711681366,4.79634094238281,0.8567,0.294,7160,9720,8880,25760,"train",1
0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,12.6599998474121,69.7000045776367,0.53317536187647,69.7000045776367,1.68674743175507,3.34999990463257,7.08999967575073,23.9099998474121,0.296528637431929,6.75,2.38968348503113,140.262512207031,3.48342490196228,11.2984247207642,-3.70650005340576,1966,250,56,42.8994255065918,704,218,680,219,6.95774984359741,29.1345252990723,617.342163085938,16.231575012207,-7.64447498321533,23.8759002685547,9.30747509002686,-3.1626250743866,11650.08984375,7509.54736328125,358,0.858835518360138,2.87472438812256,5.92293310165405,4.39882898330688,2.23615598678589,639.26318359375,1326.37951660156,2.07468461990356,24202.3671875,28.4533233642578,6.25439262390137,4.05064821243286,0.7865,0.7055,8580,11360,2780,22720,"train",5
0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,21.7299995422363,55.5,0.640589064405538,55.5,2.26232385635376,3.8199999332428,8.01000022888184,45.4899978637695,0.176082668829083,13.9200000762939,2.3572690486908,167.515029907227,9.30734539031982,17.9110717773438,0.693806946277618,945,98,58,18.3110179901123,291,185,289,202,8.1910457611084,30.668981552124,698.024047851562,24.1224136352539,-2.58289551734924,26.7048797607422,16.2863006591797,2.0642626285553,37886.1640625,22945.0859375,-479,1.44915640354156,2.27274370193481,5.51976823806763,3.89625597000122,2.50799059867859,408.889984130859,536.407470703125,1.31162130832672,21277.09765625,10.1845197677612,-0.420204430818558,5.61537885665894,0.7499,0.5236,10800,20620,16460,47880,"train",4
0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,12.1899995803833,24.3999996185303,0.544708785484372,24.3999996185303,1.65643095970154,3.86999988555908,6.27999973297119,23.2899990081787,0.269643623890489,6.6399998664856,2.34646058082581,111.294334411621,8.98050022125244,17.2240009307861,1.02567505836487,1217,120,85,8.81807518005371,332,273,297,319,8.11337471008301,31.4384250640869,658.708923339844,23.4909248352051,-2.31500005722046,25.8057994842529,5.21792507171631,4.54220008850098,37558.4375,19642.322265625,-275,1.24711799621582,2.28995013237,5.86595439910889,4.07795238494873,2.56776142120361,623.786926269531,593.070190429688,0.9507936835289,22279.833984375,5.74179601669312,-0.711337745189667,6.24003744125366,0.7403,0.6258,8920,12940,12620,34480,"train",1
0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,15.7199993133545,26.1000003814697,0.551526746501101,26.1000003814697,1.89724087715149,4.04999971389771,7.76999998092651,29.5900001525879,0.262588710404145,8.67000007629395,2.34972500801086,95.3893356323242,4.51959991455078,12.3819246292114,-3.01095008850098,1377,136,92,13.1855745315552,391,293,383,293,7.7849497795105,31.3232498168945,631.836547851562,17.9876747131348,-6.86417484283447,24.851749420166,11.9908246994019,-3.01095008850098,13912.8916015625,10233.90625,-72,1.0128915309906,2.07363414764404,5.8488974571228,3.96126580238342,2.97035312652588,622.421081542969,754.886169433594,1.21316790580749,21765.560546875,16.5107116699219,0.440303027629852,5.23882818222046,0.828,0.3825,8460,21620,15880,45960,"train",3
0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,18.6399993896484,52.6000022888184,0.454935612655954,52.6000022888184,1.8556193113327,5.19999980926514,11.9399995803833,30.3199996948242,0.39379946241957,8.47999954223633,2.335688829422,137.238052368164,8.93070030212402,17.2413749694824,0.744875013828278,1277,125,89,12.2052249908447,365,276,365,300,8.19047546386719,31.4070491790771,669.679321289062,23.3724746704102,-2.69854998588562,26.0705242156982,17.2413749694824,4.57294988632202,35947.96875,19971.87890625,-323,1.23155224323273,2.72296285629273,6.02646064758301,4.37471199035645,2.24788331985474,594.846069335938,681.818481445312,1.14692187309265,23908.693359375,17.9055843353271,-1.11761116981506,5.13128185272217,0.7483,0.4744,13160,19360,16360,48880,"train",4
0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,22.7799987792969,43.2000007629395,0.374890273023826,43.2000007629395,1.86457788944244,9.48999977111816,17.5499992370605,33.7199974060059,0.520462650864105,8.53999996185303,2.38739252090454,179.917037963867,9.69247531890869,18.0446243286133,1.61447501182556,1150,116,80,11.0318002700806,328,255,271,303,8.22859954833984,31.3863506317139,667.234924316406,24.4317245483398,-1.78460001945496,26.2165241241455,5.80737495422363,5.28525018692017,40831.94921875,23698.513671875,-380,1.36785304546356,2.43777370452881,5.93134641647339,4.18456029891968,2.46838593482971,600.919250488281,549.341247558594,0.914112627506256,22839.455078125,9.53186893463135,-0.846087157726288,6.53924131393433,0.7298,0.4506,13320,12060,13220,38600,"train",1
0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,9.42999935150146,17.5,0.624602361775113,17.5,1.49243354797363,1.8199999332428,5.02999973297119,21.1999988555908,0.237264151155588,5.8899998664856,2.36693000793457,118.16731262207,1.78649997711182,9.76574993133545,-5.88487482070923,962,116,37,34.5073738098145,338,131,338,139,8.29854965209961,31.9867496490479,643.025939941406,15.5276250839233,-10.4126501083374,25.9399757385254,9.76574993133545,-5.20262479782104,8094.61376953125,4590.3701171875,-676,1.68269300460815,2.72487473487854,6.23775577545166,4.48131513595581,2.29800963401794,362.391723632812,600.150268554688,1.65620243549347,24715.263671875,18.3144645690918,-0.570816516876221,5.10219430923462,0.7234,0.4097,8860,17860,15360,42080,"train",5
0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,19.0200004577637,54.9000015258789,0.373291258346656,54.9000015258789,1.76187443733215,8.65999984741211,14.210000038147,29.4299983978271,0.482840666386041,7.09999990463257,2.27968192100525,263.597900390625,5.80735015869141,13.5810499191284,-1.81807494163513,1869,219,114,23.7367744445801,627,369,627,369,7.22965002059937,30.184700012207,629.634826660156,18.6812744140625,-5.26727485656738,23.948974609375,13.5810499191284,-1.81807494163513,19713.814453125,12257.9248046875,588,0.642659246921539,1.70696568489075,5.29004621505737,3.49850606918335,3.47900605201721,766.248779296875,1102.32897949219,1.43957471847534,19188.693359375,18.2188377380371,2.77393364906311,4.57150745391846,0.7498,0.2233,12840,12440,14200,39480,"train",5
0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,18.0499992370605,58.2999992370605,0.620498630618727,58.2999992370605,2.06880235671997,3.07999992370606,8.05999946594238,35.8199996948242,0.225013945689871,11.1999998092651,2.34851098060608,185.638320922852,9.32332515716553,17.8717994689941,0.758774995803833,1168,122,71,18.6752243041992,361,231,360,239,8.34029960632324,31.1131248474121,693.548217773438,24.0859508514404,-2.71994996070862,26.8056507110596,16.2501258850098,2.08470010757446,37239.7421875,20638.32421875,-290,1.18534922599793,2.16465020179748,5.80278635025024,3.98371839523315,2.69807362556458,497.868804931641,669.873413085938,1.34569418430328,21751.279296875,4.8012170791626,-0.417931109666824,7.06515073776245,0.6796,0.5195,14140,15820,5520,35480,"train",4
0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.6399993896484,47.5,0.473684234113434,47.5,1.45159614086151,4.17000007629395,6.6399998664856,19.6099987030029,0.338602769283651,5.03999996185303,2.32622599601746,288.020385742188,6.28254985809326,14.3410997390747,-1.24919998645782,1945,248,60,39.9398231506348,657,226,616,226,7.44894981384277,30.1340751647949,635.218933105469,19.5370254516602,-5.17574977874756,24.7127990722656,11.0348253250122,-1.24919998645782,21146.228515625,13640.806640625,776,0.567111849784851,1.50144195556641,4.88510656356812,3.19327425956726,3.75439429283142,666.715637207031,1278.50915527344,1.91741585731506,17493.962890625,26.7151145935059,-2.96671438217163,4.57002592086792,0.8211,0.6279,9880,18620,8980,37480,"train",3
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,21.5,43.7999992370605,0.491627892782522,43.7999992370605,2.1065731048584,6.98999977111816,13.3299999237061,37.939998626709,0.351344238434474,10.5699996948242,2.38011813163757,114.589080810547,9.50949954986572,18.0574493408203,1.03164994716644,1107,117,68,16.5666999816895,330,223,330,235,8.87752532958984,32.4584999084473,690.105773925781,24.72607421875,-2.6217999458313,27.3479995727539,18.0574493408203,2.35027503967285,39662.109375,20685.080078125,-309,1.22283315658569,2.03649592399597,5.70275402069092,3.86962509155273,2.83490681648254,489.919952392578,616.77294921875,1.25897037982941,21123.923828125,3.1524510383606,-1.00860071182251,7.58071660995483,0.9117,0.4864,2460,9160,9900,21520,"train",2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81999969482422,1.39999997615814,0.542199480381626,1.39999997615814,1.25101804733276,3.6399998664856,4.69999980926514,16.5200004577637,0.284503612532065,4.23999977111816,2.12659120559692,257.978210449219,9.81394958496094,18.4432258605957,1.15467500686646,976,95,69,11.079475402832,272,214,265,248,8.4887752532959,31.3748741149902,700.626708984375,24.8912506103516,-2.16365003585815,27.0552253723145,16.8132247924805,5.60844993591309,41042.125,25634.68359375,-445,1.44726049900055,2.04102277755737,5.72439908981323,3.8827109336853,2.80522918701172,477.909637451172,497.686340332031,1.0413761138916,21187.67578125,0.845898985862732,0.005196037236601,9.20135116577148,0.4788,0.4689,840,3520,3560,7920,"train",4
0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,7,45.4000015258789,0.852857112884521,45.4000015258789,1.27639830112457,1.6599999666214,2.96000003814697,21.8099994659424,0.1357175658243,5.96999979019165,2.28692483901977,241.932846069336,9.65077495574951,18.2210750579834,1.08497500419617,1110,117,69,18.6477756500244,348,223,342,232,8.47072505950928,31.4167747497559,694.246948242188,24.5900001525879,-2.37192511558533,26.9617500305176,16.5757503509521,2.43022489547729,40670.78515625,25353.234375,-354,1.2591118812561,2.1852560043335,5.81467866897583,3.99996733665466,2.66494655609131,479.843566894531,629.886474609375,1.31261694431305,21831.4609375,4.4805269241333,0.017080077901483,7.51457548141479,0.5648,0.5871,14360,20900,9300,44560,"train",4
0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,19.8199996948242,47.7000007629395,0.475277508644658,47.7000007629395,2.01761507987976,6.29999971389771,12.6399993896484,34.4799995422363,0.366589314311476,9.42000007629395,2.39066410064697,239.520614624023,7.84722518920898,16.0271759033203,-0.157150000333786,1413,154,84,21.7281494140625,455,274,448,277,8.1344747543335,31.5843505859375,658.613525390625,22.0340251922607,-3.72064995765686,25.7547740936279,14.3073253631592,0.896350026130676,26945.771484375,17909.1015625,-25,0.959979236125946,2.10803961753845,5.75356960296631,3.93080472946167,2.78735375404358,583.849548339844,829.104858398438,1.42006397247314,21506.015625,8.63339996337891,1.11292600631714,5.36089944839478,0.8052,0.4804,9520,6080,10880,26480,"train",4
1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,14.5,34.5,0.67448274020491,34.5,1.90750396251678,2.86999988555908,5.80999994277954,31.2600002288818,0.185860521440801,9.77999973297119,2.37320804595947,149.283538818359,9.691575050354,18.3727741241455,0.973725020885468,901,94,57,17.4621505737305,276,180,273,197,8.38407516479492,30.9717750549316,705.068542480469,24.7402000427246,-2.33095002174377,27.0717258453369,16.7558994293213,2.40492510795593,40917.4296875,25614.94140625,-486,1.46945703029633,1.95727217197418,5.62473344802856,3.79100275039673,2.88897132873535,395.763275146484,505.477844238281,1.27719879150391,20686.859375,3.55976271629333,-0.515710830688477,7.30889797210693,0.7,0.5999,9860,11240,11860,32960,"train",4
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,16.0499992370605,62.2000007629395,0.54330222314863,62.2000007629395,1.90115106105804,3.70999979972839,8.92000007629395,29.8899993896484,0.29842757639477,8.72000026702881,2.37014603614807,244.376022338867,5.84042501449585,13.5235500335693,-1.47142505645752,1536,162,92,19.6337757110596,478,304,477,308,7.75885009765625,31.9949493408203,615.102722167969,19.1012992858887,-5.14804983139038,24.2490997314453,11.9138250350952,-0.766425013542175,19229.220703125,11699.9853515625,83,0.896477341651917,2.17010545730591,5.7758002281189,3.9729528427124,2.73599553108215,652.530944824219,883.822326660156,1.35448658466339,21795.560546875,13.7037906646729,2.38735461235046,4.84682989120483,0.6827,0.442,12160,13300,6140,31600,"train",1
